instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2624,2011-04-24,2,0,4,5,0,0,0,1,41.0,48.480000000000004,94.0,8.959999999999999,5,7,12
2625,2011-04-24,2,0,4,6,0,0,0,2,41.0,48.480000000000004,100.0,0.0,10,3,13
2626,2011-04-24,2,0,4,7,0,0,0,2,41.0,48.480000000000004,100.0,0.0,16,11,27
2627,2011-04-24,2,0,4,8,0,0,0,1,41.0,50.0,94.0,22.39,38,42,80
2628,2011-04-24,2,0,4,9,0,0,0,1,41.0,50.0,88.0,25.369999999999997,73,104,177
2629,2011-04-24,2,0,4,10,0,0,0,1,41.0,50.0,78.0,16.42,118,171,289
2630,2011-04-24,2,0,4,11,0,0,0,1,41.0,50.0,65.0,13.43,124,193,317
2631,2011-04-24,2,0,4,12,0,0,0,1,41.0,50.0,65.0,25.369999999999997,168,220,388
2632,2011-04-24,2,0,4,13,0,0,0,1,41.0,50.0,57.99999999999999,28.360000000000003,205,236,441
2633,2011-04-24,2,0,4,14,0,0,0,1,41.0,50.0,54.0,32.84,197,223,420
2634,2011-04-24,2,0,4,15,0,0,0,1,41.0,50.0,61.0,25.369999999999997,167,202,369
2635,2011-04-24,2,0,4,16,0,0,0,1,41.0,50.0,48.0,38.81,162,197,359
2636,2011-04-24,2,0,4,17,0,0,0,1,41.0,50.0,65.0,29.849999999999998,142,189,331
2637,2011-04-24,2,0,4,18,0,0,0,1,41.0,50.0,69.0,16.42,96,174,270
2638,2011-04-24,2,0,4,19,0,0,0,3,41.0,50.0,83.0,28.360000000000003,62,132,194
2639,2011-04-24,2,0,4,20,0,0,0,3,41.0,50.0,83.0,28.360000000000003,34,71,105
2640,2011-04-24,2,0,4,21,0,0,0,3,41.0,50.0,94.0,16.42,8,53,61
2641,2011-04-24,2,0,4,22,0,0,0,3,41.0,50.0,100.0,16.42,5,40,45
2642,2011-04-24,2,0,4,23,0,0,0,3,41.0,50.0,100.0,8.959999999999999,5,37,42
2643,2011-04-25,2,0,4,0,0,1,1,3,41.0,50.0,100.0,0.0,2,10,12
2644,2011-04-25,2,0,4,1,0,1,1,1,41.0,50.0,100.0,8.959999999999999,2,8,10
2645,2011-04-25,2,0,4,2,0,1,1,1,41.0,50.0,100.0,8.959999999999999,1,9,10
2646,2011-04-25,2,0,4,3,0,1,1,2,41.0,48.480000000000004,100.0,10.45,2,8,10
2647,2011-04-25,2,0,4,4,0,1,1,2,41.0,50.0,100.0,0.0,1,4,5
2648,2011-04-25,2,0,4,5,0,1,1,2,41.0,45.45,100.0,0.0,3,14,17
2649,2011-04-25,2,0,4,6,0,1,1,2,41.0,48.480000000000004,100.0,0.0,7,59,66
2650,2011-04-25,2,0,4,7,0,1,1,2,41.0,50.0,100.0,8.959999999999999,13,183,196
2651,2011-04-25,2,0,4,8,0,1,1,1,41.0,50.0,88.0,10.45,27,326,353
2652,2011-04-25,2,0,4,9,0,1,1,1,41.0,50.0,83.0,13.43,27,147,174
2653,2011-04-25,2,0,4,10,0,1,1,1,41.0,50.0,73.0,22.39,61,64,125
2654,2011-04-25,2,0,4,11,0,1,1,1,41.0,50.0,73.0,22.39,53,94,147
2655,2011-04-25,2,0,4,12,0,1,1,1,41.0,50.0,74.0,25.369999999999997,48,140,188
2656,2011-04-25,2,0,4,13,0,1,1,1,41.0,50.0,65.0,22.39,57,146,203
2657,2011-04-25,2,0,4,14,0,1,1,1,41.0,50.0,54.0,22.39,47,99,146
2658,2011-04-25,2,0,4,15,0,1,1,1,41.0,50.0,51.0,22.39,50,125,175
2659,2011-04-25,2,0,4,16,0,1,1,1,41.0,50.0,54.0,35.82,41,198,239
2660,2011-04-25,2,0,4,17,0,1,1,1,41.0,50.0,54.0,29.849999999999998,80,441,521
2661,2011-04-25,2,0,4,18,0,1,1,1,41.0,50.0,56.99999999999999,35.82,74,425,499
2662,2011-04-25,2,0,4,19,0,1,1,1,41.0,50.0,56.99999999999999,32.84,62,320,382
2663,2011-04-25,2,0,4,20,0,1,1,1,41.0,50.0,61.0,28.360000000000003,42,195,237
2664,2011-04-25,2,0,4,21,0,1,1,1,41.0,50.0,69.0,25.369999999999997,41,149,190
2665,2011-04-25,2,0,4,22,0,1,1,1,41.0,50.0,73.0,29.849999999999998,23,83,106
2666,2011-04-25,2,0,4,23,0,1,1,1,41.0,50.0,78.0,28.360000000000003,9,53,62
2667,2011-04-26,2,0,4,0,0,2,1,1,41.0,50.0,69.0,28.360000000000003,10,17,27
2668,2011-04-26,2,0,4,1,0,2,1,1,41.0,50.0,73.0,28.360000000000003,16,5,21
2669,2011-04-26,2,0,4,2,0,2,1,1,41.0,50.0,83.0,32.84,17,9,26
2670,2011-04-26,2,0,4,3,0,2,1,1,41.0,50.0,88.0,28.360000000000003,17,4,21
2671,2011-04-26,2,0,4,4,0,2,1,1,41.0,50.0,83.0,25.369999999999997,2,4,6
2672,2011-04-26,2,0,4,5,0,2,1,1,41.0,50.0,88.0,25.369999999999997,0,16,16
2673,2011-04-26,2,0,4,6,0,2,1,1,41.0,50.0,88.0,22.39,0,80,80
2674,2011-04-26,2,0,4,7,0,2,1,1,41.0,50.0,83.0,29.849999999999998,16,254,270
2675,2011-04-26,2,0,4,8,0,2,1,1,41.0,50.0,83.0,29.849999999999998,32,417,449
2676,2011-04-26,2,0,4,9,0,2,1,1,41.0,50.0,73.0,35.82,35,164,199
2677,2011-04-26,2,0,4,10,0,2,1,1,41.0,50.0,69.0,35.82,22,98,120
2678,2011-04-26,2,0,4,11,0,2,1,1,41.0,50.0,65.0,38.81,40,132,172
2679,2011-04-26,2,0,4,12,0,2,1,1,41.0,50.0,61.0,41.79,40,146,186
2680,2011-04-26,2,0,4,13,0,2,1,1,41.0,50.0,51.0,44.78,37,139,176
2681,2011-04-26,2,0,4,14,0,2,1,1,41.0,50.0,57.99999999999999,32.84,40,115,155
2682,2011-04-26,2,0,4,15,0,2,1,1,41.0,50.0,61.0,35.82,34,119,153
2683,2011-04-26,2,0,4,16,0,2,1,1,41.0,50.0,57.99999999999999,38.81,40,251,291
2684,2011-04-26,2,0,4,17,0,2,1,1,41.0,50.0,61.0,35.82,66,455,521
2685,2011-04-26,2,0,4,18,0,2,1,1,41.0,50.0,65.0,44.78,65,463,528
2686,2011-04-26,2,0,4,19,0,2,1,1,41.0,50.0,73.0,41.79,42,286,328
2687,2011-04-26,2,0,4,20,0,2,1,1,41.0,50.0,73.0,35.82,35,199,234
2688,2011-04-26,2,0,4,21,0,2,1,1,41.0,50.0,78.0,28.360000000000003,33,162,195
2689,2011-04-26,2,0,4,22,0,2,1,2,41.0,50.0,83.0,19.400000000000002,32,116,148
2690,2011-04-26,2,0,4,23,0,2,1,2,41.0,50.0,83.0,22.39,7,71,78
2691,2011-04-27,2,0,4,0,0,3,1,1,41.0,50.0,83.0,22.39,3,24,27
2692,2011-04-27,2,0,4,1,0,3,1,1,41.0,50.0,83.0,25.369999999999997,2,15,17
2693,2011-04-27,2,0,4,2,0,3,1,1,41.0,50.0,88.0,25.369999999999997,0,5,5
2694,2011-04-27,2,0,4,3,0,3,1,2,41.0,50.0,88.0,28.360000000000003,3,4,7
2695,2011-04-27,2,0,4,4,0,3,1,1,41.0,50.0,94.0,22.39,0,6,6
2696,2011-04-27,2,0,4,5,0,3,1,2,41.0,50.0,94.0,25.369999999999997,1,16,17
2697,2011-04-27,2,0,4,6,0,3,1,1,41.0,50.0,94.0,25.369999999999997,5,79,84
2698,2011-04-27,2,0,4,7,0,3,1,2,41.0,50.0,88.0,28.360000000000003,17,229,246
2699,2011-04-27,2,0,4,8,0,3,1,2,41.0,50.0,88.0,32.84,31,413,444
2700,2011-04-27,2,0,4,9,0,3,1,2,41.0,50.0,88.0,41.79,20,161,181
2701,2011-04-27,2,0,4,10,0,3,1,2,41.0,50.0,83.0,28.360000000000003,26,66,92
2702,2011-04-27,2,0,4,11,0,3,1,2,41.0,50.0,78.0,28.360000000000003,53,103,156
2703,2011-04-27,2,0,4,12,0,3,1,1,41.0,50.0,78.0,32.84,38,135,173
2704,2011-04-27,2,0,4,13,0,3,1,1,41.0,50.0,78.0,29.849999999999998,31,119,150
2705,2011-04-27,2,0,4,14,0,3,1,1,41.0,50.0,74.0,28.360000000000003,29,119,148
2706,2011-04-27,2,0,4,15,0,3,1,1,41.0,50.0,65.0,49.25,18,120,138
2707,2011-04-27,2,0,4,16,0,3,1,1,41.0,50.0,70.0,38.81,29,189,218
2708,2011-04-27,2,0,4,17,0,3,1,3,41.0,50.0,83.0,38.81,63,458,521
2709,2011-04-27,2,0,4,18,0,3,1,3,41.0,50.0,83.0,38.81,46,366,412
2710,2011-04-27,2,0,4,19,0,3,1,1,41.0,50.0,78.0,28.360000000000003,40,220,260
2711,2011-04-27,2,0,4,20,0,3,1,1,41.0,50.0,83.0,32.84,30,188,218
2712,2011-04-27,2,0,4,21,0,3,1,1,41.0,50.0,88.0,28.360000000000003,19,126,145
2713,2011-04-27,2,0,4,22,0,3,1,2,41.0,50.0,88.0,32.84,18,111,129
2714,2011-04-27,2,0,4,23,0,3,1,2,41.0,50.0,88.0,35.82,25,53,78
2715,2011-04-28,2,0,4,0,0,4,1,1,41.0,50.0,78.0,35.82,13,41,54
2716,2011-04-28,2,0,4,1,0,4,1,2,41.0,50.0,83.0,38.81,8,12,20
2717,2011-04-28,2,0,4,2,0,4,1,2,41.0,50.0,83.0,44.78,14,7,21
2718,2011-04-28,2,0,4,3,0,4,1,2,41.0,50.0,78.0,38.81,2,1,3
2719,2011-04-28,2,0,4,4,0,4,1,2,41.0,50.0,83.0,41.79,4,5,9
2720,2011-04-28,2,0,4,5,0,4,1,2,41.0,50.0,83.0,38.81,0,13,13
2721,2011-04-28,2,0,4,6,0,4,1,2,41.0,50.0,78.0,46.27,7,79,86
2722,2011-04-28,2,0,4,7,0,4,1,2,41.0,50.0,78.0,44.78,14,201,215
2723,2011-04-28,2,0,4,8,0,4,1,2,41.0,50.0,78.0,44.78,31,367,398
2724,2011-04-28,2,0,4,9,0,4,1,3,41.0,50.0,88.0,32.84,18,165,183
2725,2011-04-28,2,0,4,10,0,4,1,2,41.0,50.0,88.0,28.360000000000003,9,45,54
2726,2011-04-28,2,0,4,11,0,4,1,2,41.0,50.0,83.0,28.360000000000003,10,74,84
2727,2011-04-28,2,0,4,12,0,4,1,2,41.0,50.0,78.0,25.369999999999997,23,84,107
2728,2011-04-28,2,0,4,13,0,4,1,2,41.0,50.0,83.0,29.849999999999998,18,103,121
2729,2011-04-28,2,0,4,14,0,4,1,1,41.0,50.0,83.0,29.849999999999998,21,121,142
2730,2011-04-28,2,0,4,15,0,4,1,1,41.0,50.0,69.0,32.84,46,117,163
2731,2011-04-28,2,0,4,16,0,4,1,1,41.0,50.0,78.0,25.369999999999997,42,228,270
2732,2011-04-28,2,0,4,17,0,4,1,1,41.0,50.0,47.0,35.82,49,406,455
2733,2011-04-28,2,0,4,18,0,4,1,1,41.0,50.0,47.0,35.82,44,486,530
2734,2011-04-28,2,0,4,19,0,4,1,1,41.0,50.0,43.0,29.849999999999998,57,347,404
2735,2011-04-28,2,0,4,20,0,4,1,1,41.0,50.0,43.0,22.39,49,220,269
2736,2011-04-28,2,0,4,21,0,4,1,1,41.0,50.0,46.0,13.43,27,167,194
2737,2011-04-28,2,0,4,22,0,4,1,1,41.0,50.0,45.0,16.42,34,119,153
2738,2011-04-28,2,0,4,23,0,4,1,1,41.0,50.0,39.0,8.959999999999999,29,81,110
2739,2011-04-29,2,0,4,0,0,5,1,1,41.0,50.0,39.0,28.360000000000003,11,37,48
2740,2011-04-29,2,0,4,1,0,5,1,1,41.0,48.480000000000004,45.0,8.959999999999999,10,21,31
2741,2011-04-29,2,0,4,2,0,5,1,1,41.0,45.45,63.0,10.45,2,8,10
2742,2011-04-29,2,0,4,3,0,5,1,1,41.0,45.45,59.0,8.959999999999999,1,4,5
2743,2011-04-29,2,0,4,4,0,5,1,1,41.0,45.45,51.0,13.43,0,6,6
2744,2011-04-29,2,0,4,5,0,5,1,1,41.0,45.45,47.0,13.43,0,25,25
2745,2011-04-29,2,0,4,6,0,5,1,1,41.0,48.480000000000004,45.0,28.360000000000003,4,67,71
2746,2011-04-29,2,0,4,7,0,5,1,1,41.0,50.0,42.0,19.400000000000002,18,222,240
2747,2011-04-29,2,0,4,8,0,5,1,1,41.0,50.0,39.0,29.849999999999998,35,386,421
2748,2011-04-29,2,0,4,9,0,5,1,1,41.0,50.0,39.0,32.84,45,185,230
2749,2011-04-29,2,0,4,10,0,5,1,1,41.0,50.0,40.0,28.360000000000003,57,99,156
2750,2011-04-29,2,0,4,11,0,5,1,1,41.0,50.0,38.0,22.39,49,108,157
2751,2011-04-29,2,0,4,12,0,5,1,1,41.0,50.0,37.0,28.360000000000003,63,160,223
2752,2011-04-29,2,0,4,13,0,5,1,1,41.0,50.0,37.0,29.849999999999998,74,234,308
2753,2011-04-29,2,0,4,14,0,5,1,1,41.0,50.0,35.0,32.84,58,190,248
2754,2011-04-29,2,0,4,15,0,5,1,2,41.0,50.0,40.0,29.849999999999998,77,175,252
2755,2011-04-29,2,0,4,16,0,5,1,2,41.0,50.0,42.0,35.82,59,240,299
2756,2011-04-29,2,0,4,17,0,5,1,2,41.0,50.0,45.0,38.81,75,433,508
2757,2011-04-29,2,0,4,18,0,5,1,1,41.0,50.0,48.0,35.82,55,384,439
2758,2011-04-29,2,0,4,19,0,5,1,1,41.0,45.45,55.00000000000001,32.84,40,230,270
2759,2011-04-29,2,0,4,20,0,5,1,1,41.0,46.97,48.0,22.39,34,160,194
2760,2011-04-29,2,0,4,21,0,5,1,1,41.0,45.45,51.0,19.400000000000002,50,145,195
2761,2011-04-29,2,0,4,22,0,5,1,1,41.0,42.42,57.99999999999999,16.42,36,110,146
2762,2011-04-29,2,0,4,23,0,5,1,2,41.0,43.94,54.0,8.959999999999999,25,88,113
2763,2011-04-30,2,0,4,0,0,6,0,2,41.0,43.94,54.0,25.369999999999997,33,73,106
2764,2011-04-30,2,0,4,1,0,6,0,2,41.0,43.94,54.0,16.42,15,59,74
2765,2011-04-30,2,0,4,2,0,6,0,2,41.0,43.94,54.0,22.39,12,53,65
2766,2011-04-30,2,0,4,3,0,6,0,2,41.0,42.42,54.0,19.400000000000002,4,13,17
2767,2011-04-30,2,0,4,4,0,6,0,2,41.0,42.42,54.0,22.39,2,5,7
2768,2011-04-30,2,0,4,5,0,6,0,1,41.0,42.42,54.0,38.81,3,4,7
2769,2011-04-30,2,0,4,6,0,6,0,1,40.0,40.910000000000004,57.99999999999999,28.360000000000003,10,11,21
2770,2011-04-30,2,0,4,7,0,6,0,1,40.0,40.910000000000004,54.0,38.81,21,27,48
2771,2011-04-30,2,0,4,8,0,6,0,1,40.0,40.910000000000004,54.0,29.849999999999998,21,70,91
2772,2011-04-30,2,0,4,9,0,6,0,1,41.0,43.94,51.0,35.82,35,121,156
2773,2011-04-30,2,0,4,10,0,6,0,1,41.0,46.97,44.0,38.81,94,185,279
2774,2011-04-30,2,0,4,11,0,6,0,1,41.0,48.480000000000004,42.0,35.82,120,201,321
2775,2011-04-30,2,0,4,12,0,6,0,1,41.0,50.0,42.0,38.81,178,238,416
2776,2011-04-30,2,0,4,13,0,6,0,1,41.0,50.0,39.0,29.849999999999998,185,270,455
2777,2011-04-30,2,0,4,14,0,6,0,1,41.0,50.0,39.0,22.39,184,268,452
2778,2011-04-30,2,0,4,15,0,6,0,1,41.0,50.0,37.0,13.43,217,282,499
2779,2011-04-30,2,0,4,16,0,6,0,1,41.0,50.0,37.0,19.400000000000002,191,273,464
2780,2011-04-30,2,0,4,17,0,6,0,1,41.0,50.0,43.0,13.43,162,245,407
2781,2011-04-30,2,0,4,18,0,6,0,1,41.0,50.0,43.0,13.43,134,237,371
2782,2011-04-30,2,0,4,19,0,6,0,1,41.0,50.0,43.0,13.43,150,237,387
2783,2011-04-30,2,0,4,20,0,6,0,1,41.0,43.94,62.0,13.43,65,159,224
2784,2011-04-30,2,0,4,21,0,6,0,1,41.0,43.94,62.0,13.43,58,119,177
2785,2011-04-30,2,0,4,22,0,6,0,1,41.0,43.94,67.0,10.45,37,106,143
2786,2011-04-30,2,0,4,23,0,6,0,1,41.0,43.94,67.0,10.45,34,91,125
2787,2011-05-01,2,0,5,0,0,0,0,1,41.0,42.42,67.0,8.959999999999999,19,77,96
2788,2011-05-01,2,0,5,1,0,0,0,1,41.0,42.42,69.0,10.45,9,50,59
2789,2011-05-01,2,0,5,2,0,0,0,1,41.0,42.42,77.0,10.45,7,43,50
2790,2011-05-01,2,0,5,3,0,0,0,1,40.0,40.910000000000004,82.0,10.45,8,15,23
2791,2011-05-01,2,0,5,4,0,0,0,1,40.0,40.910000000000004,76.0,10.45,6,11,17
2792,2011-05-01,2,0,5,5,0,0,0,1,40.0,40.910000000000004,82.0,8.959999999999999,0,10,10
2793,2011-05-01,2,0,5,6,0,0,0,2,40.0,40.910000000000004,82.0,8.959999999999999,4,9,13
2794,2011-05-01,2,0,5,7,0,0,0,2,41.0,42.42,77.0,8.959999999999999,7,26,33
2795,2011-05-01,2,0,5,8,0,0,0,2,41.0,43.94,77.0,13.43,16,43,59
2796,2011-05-01,2,0,5,9,0,0,0,2,41.0,45.45,72.0,13.43,45,96,141
2797,2011-05-01,2,0,5,10,0,0,0,2,41.0,46.97,63.0,19.400000000000002,109,155,264
2798,2011-05-01,2,0,5,11,0,0,0,1,41.0,45.45,82.0,10.45,109,141,250
2799,2011-05-01,2,0,5,12,0,0,0,2,41.0,46.97,77.0,10.45,109,172,281
2800,2011-05-01,2,0,5,13,0,0,0,2,41.0,48.480000000000004,63.0,16.42,123,209,332
2801,2011-05-01,2,0,5,14,0,0,0,2,41.0,48.480000000000004,68.0,10.45,85,153,238
2802,2011-05-01,2,0,5,15,0,0,0,2,41.0,48.480000000000004,72.0,0.0,113,153,266
2803,2011-05-01,2,0,5,16,0,0,0,2,41.0,48.480000000000004,72.0,19.400000000000002,75,139,214
2804,2011-05-01,2,0,5,17,0,0,0,2,41.0,46.97,82.0,25.369999999999997,60,136,196
2805,2011-05-01,2,0,5,18,0,0,0,2,41.0,45.45,82.0,8.959999999999999,33,126,159
2806,2011-05-01,2,0,5,19,0,0,0,2,41.0,45.45,84.0,10.45,47,131,178
2807,2011-05-01,2,0,5,20,0,0,0,2,41.0,45.45,82.0,0.0,35,86,121
2808,2011-05-01,2,0,5,21,0,0,0,2,41.0,45.45,82.0,0.0,23,82,105
2809,2011-05-01,2,0,5,22,0,0,0,2,41.0,45.45,82.0,0.0,32,68,100
2810,2011-05-01,2,0,5,23,0,0,0,1,41.0,45.45,77.0,19.400000000000002,64,82,146
2811,2011-05-02,2,0,5,0,0,1,1,1,41.0,45.45,72.0,13.43,68,109,177
2812,2011-05-02,2,0,5,1,0,1,1,1,41.0,45.45,72.0,13.43,41,73,114
2813,2011-05-02,2,0,5,2,0,1,1,2,41.0,43.94,77.0,22.39,16,19,35
2814,2011-05-02,2,0,5,3,0,1,1,1,41.0,43.94,77.0,13.43,9,7,16
2815,2011-05-02,2,0,5,4,0,1,1,1,41.0,43.94,77.0,16.42,9,8,17
2816,2011-05-02,2,0,5,5,0,1,1,2,41.0,43.94,77.0,13.43,4,16,20
2817,2011-05-02,2,0,5,6,0,1,1,1,41.0,43.94,88.0,10.45,3,59,62
2818,2011-05-02,2,0,5,7,0,1,1,2,41.0,45.45,82.0,32.84,16,193,209
2819,2011-05-02,2,0,5,8,0,1,1,2,41.0,46.97,77.0,22.39,21,350,371
2820,2011-05-02,2,0,5,9,0,1,1,2,41.0,48.480000000000004,77.0,28.360000000000003,41,131,172
2821,2011-05-02,2,0,5,10,0,1,1,2,41.0,50.0,77.0,22.39,31,77,108
2822,2011-05-02,2,0,5,11,0,1,1,1,41.0,50.0,73.0,29.849999999999998,34,96,130
2823,2011-05-02,2,0,5,12,0,1,1,1,41.0,50.0,69.0,22.39,40,147,187
2824,2011-05-02,2,0,5,13,0,1,1,2,41.0,50.0,69.0,19.400000000000002,51,119,170
2825,2011-05-02,2,0,5,14,0,1,1,1,41.0,50.0,69.0,22.39,48,133,181
2826,2011-05-02,2,0,5,15,0,1,1,1,41.0,50.0,61.0,19.400000000000002,45,110,155
2827,2011-05-02,2,0,5,16,0,1,1,1,41.0,50.0,61.0,22.39,49,220,269
2828,2011-05-02,2,0,5,17,0,1,1,1,41.0,50.0,65.0,19.400000000000002,65,472,537
2829,2011-05-02,2,0,5,18,0,1,1,2,41.0,50.0,65.0,19.400000000000002,68,450,518
2830,2011-05-02,2,0,5,19,0,1,1,2,41.0,50.0,69.0,13.43,46,268,314
2831,2011-05-02,2,0,5,20,0,1,1,2,41.0,50.0,69.0,13.43,44,174,218
2832,2011-05-02,2,0,5,21,0,1,1,2,41.0,50.0,73.0,10.45,54,178,232
2833,2011-05-02,2,0,5,22,0,1,1,2,41.0,50.0,73.0,0.0,28,97,125
2834,2011-05-02,2,0,5,23,0,1,1,2,41.0,50.0,83.0,19.400000000000002,16,48,64
2835,2011-05-03,2,0,5,0,0,2,1,2,41.0,50.0,83.0,22.39,0,16,16
2836,2011-05-03,2,0,5,1,0,2,1,2,41.0,50.0,78.0,25.369999999999997,0,14,14
2837,2011-05-03,2,0,5,2,0,2,1,2,41.0,50.0,78.0,25.369999999999997,0,5,5
2838,2011-05-03,2,0,5,3,0,2,1,1,41.0,50.0,83.0,28.360000000000003,0,2,2
2839,2011-05-03,2,0,5,4,0,2,1,1,41.0,50.0,88.0,22.39,3,1,4
2840,2011-05-03,2,0,5,5,0,2,1,1,41.0,50.0,88.0,13.43,0,14,14
2841,2011-05-03,2,0,5,6,0,2,1,2,41.0,50.0,94.0,16.42,7,102,109
2842,2011-05-03,2,0,5,7,0,2,1,2,41.0,50.0,88.0,22.39,17,248,265
2843,2011-05-03,2,0,5,8,0,2,1,2,41.0,50.0,83.0,28.360000000000003,24,435,459
2844,2011-05-03,2,0,5,9,0,2,1,2,41.0,50.0,78.0,35.82,29,157,186
2845,2011-05-03,2,0,5,10,0,2,1,2,41.0,50.0,69.0,35.82,36,91,127
2846,2011-05-03,2,0,5,11,0,2,1,2,41.0,50.0,65.0,32.84,20,120,140
2847,2011-05-03,2,0,5,12,0,2,1,2,41.0,50.0,61.0,49.25,48,169,217
2848,2011-05-03,2,0,5,13,0,2,1,2,41.0,50.0,57.99999999999999,61.19,50,144,194
2849,2011-05-03,2,0,5,14,0,2,1,2,41.0,50.0,57.99999999999999,52.239999999999995,36,122,158
2850,2011-05-03,2,0,5,15,0,2,1,2,41.0,50.0,57.99999999999999,44.78,37,117,154
2851,2011-05-03,2,0,5,16,0,2,1,1,41.0,50.0,54.0,46.27,46,225,271
2852,2011-05-03,2,0,5,17,0,2,1,1,41.0,50.0,54.0,46.27,53,464,517
2853,2011-05-03,2,0,5,18,0,2,1,1,41.0,50.0,48.0,41.79,59,485,544
2854,2011-05-03,2,0,5,19,0,2,1,1,41.0,50.0,56.99999999999999,35.82,42,323,365
2855,2011-05-03,2,0,5,20,0,2,1,1,41.0,50.0,61.0,19.400000000000002,28,262,290
2856,2011-05-03,2,0,5,21,0,2,1,2,41.0,50.0,61.0,44.78,42,183,225
2857,2011-05-03,2,0,5,22,0,2,1,2,41.0,50.0,60.0,38.81,14,99,113
2858,2011-05-03,2,0,5,23,0,2,1,2,41.0,50.0,68.0,32.84,12,50,62
2859,2011-05-04,2,0,5,0,0,3,1,3,41.0,50.0,77.0,16.42,5,22,27
2860,2011-05-04,2,0,5,1,0,3,1,3,41.0,48.480000000000004,82.0,28.360000000000003,1,6,7
2861,2011-05-04,2,0,5,2,0,3,1,3,41.0,48.480000000000004,82.0,28.360000000000003,0,4,4
2862,2011-05-04,2,0,5,3,0,3,1,3,41.0,42.42,88.0,52.239999999999995,0,1,1
2863,2011-05-04,2,0,5,4,0,3,1,3,38.0,39.39,94.0,32.84,1,2,3
2864,2011-05-04,2,0,5,5,0,3,1,3,36.0,33.33,87.0,32.84,1,8,9
2865,2011-05-04,2,0,5,6,0,3,1,3,34.0,30.3,93.0,38.81,0,21,21
2866,2011-05-04,2,0,5,7,0,3,1,3,34.0,30.3,93.0,35.82,6,46,52
2867,2011-05-04,2,0,5,8,0,3,1,3,34.0,30.3,93.0,38.81,5,74,79
2868,2011-05-04,2,0,5,9,0,3,1,3,34.0,30.3,93.0,35.82,5,35,40
2869,2011-05-04,2,0,5,10,0,3,1,2,34.0,31.819999999999997,93.0,28.360000000000003,5,26,31
2870,2011-05-04,2,0,5,11,0,3,1,1,40.0,40.910000000000004,82.0,32.84,3,69,72
2871,2011-05-04,2,0,5,12,0,3,1,2,41.0,43.94,62.0,35.82,19,105,124
2872,2011-05-04,2,0,5,13,0,3,1,2,41.0,45.45,59.0,44.78,15,128,143
2873,2011-05-04,2,0,5,14,0,3,1,1,41.0,48.480000000000004,51.0,38.81,13,94,107
2874,2011-05-04,2,0,5,15,0,3,1,1,41.0,46.97,51.0,41.79,22,107,129
2875,2011-05-04,2,0,5,16,0,3,1,1,41.0,48.480000000000004,45.0,46.27,22,173,195
2876,2011-05-04,2,0,5,17,0,3,1,1,40.0,40.910000000000004,71.0,25.369999999999997,22,388,410
2877,2011-05-04,2,0,5,18,0,3,1,1,41.0,42.42,67.0,25.369999999999997,29,367,396
2878,2011-05-04,2,0,5,19,0,3,1,1,41.0,42.42,57.99999999999999,35.82,30,266,296
2879,2011-05-04,2,0,5,20,0,3,1,1,40.0,40.910000000000004,62.0,32.84,17,174,191
2880,2011-05-04,2,0,5,21,0,3,1,1,40.0,40.910000000000004,62.0,16.42,17,133,150
2881,2011-05-04,2,0,5,22,0,3,1,1,38.0,39.39,62.0,22.39,9,80,89
2882,2011-05-04,2,0,5,23,0,3,1,1,36.0,34.849999999999994,62.0,22.39,8,49,57
2883,2011-05-05,2,0,5,0,0,4,1,1,36.0,34.849999999999994,66.0,19.400000000000002,4,23,27
2884,2011-05-05,2,0,5,1,0,4,1,1,34.0,33.33,71.0,19.400000000000002,4,6,10
2885,2011-05-05,2,0,5,2,0,4,1,1,34.0,31.819999999999997,66.0,22.39,1,4,5
2886,2011-05-05,2,0,5,3,0,4,1,1,34.0,31.819999999999997,66.0,25.369999999999997,0,4,4
2887,2011-05-05,2,0,5,4,0,4,1,1,34.0,31.819999999999997,66.0,25.369999999999997,4,3,7
2888,2011-05-05,2,0,5,5,0,4,1,1,34.0,31.819999999999997,66.0,25.369999999999997,1,29,30
2889,2011-05-05,2,0,5,6,0,4,1,1,34.0,31.819999999999997,66.0,25.369999999999997,3,86,89
2890,2011-05-05,2,0,5,7,0,4,1,1,38.0,39.39,57.99999999999999,25.369999999999997,16,255,271
2891,2011-05-05,2,0,5,8,0,4,1,1,41.0,42.42,50.0,25.369999999999997,25,415,440
2892,2011-05-05,2,0,5,9,0,4,1,1,41.0,45.45,44.0,28.360000000000003,20,164,184
2893,2011-05-05,2,0,5,10,0,4,1,1,41.0,48.480000000000004,39.0,28.360000000000003,30,98,128
2894,2011-05-05,2,0,5,11,0,4,1,1,41.0,50.0,36.0,44.78,43,105,148
2895,2011-05-05,2,0,5,12,0,4,1,1,41.0,50.0,34.0,35.82,27,169,196
2896,2011-05-05,2,0,5,13,0,4,1,1,41.0,50.0,30.0,58.209999999999994,50,142,192
2897,2011-05-05,2,0,5,14,0,4,1,1,41.0,50.0,28.000000000000004,44.78,19,135,154
2898,2011-05-05,2,0,5,15,0,4,1,1,41.0,50.0,26.0,49.25,27,120,147
2899,2011-05-05,2,0,5,16,0,4,1,1,41.0,50.0,24.0,41.79,36,233,269
2900,2011-05-05,2,0,5,17,0,4,1,1,41.0,50.0,26.0,38.81,66,467,533
